Key,Comment,Japanese,English,Traditional Chinese,Simplified Chinese,Japanese_Steam,Traditional Chinese_Steam,Simplified Chinese_Steam,English_Steam,Korean_Steam
Akiho.Fallen3-45,,「じゅっぷっ♥、じゅっぷっ♥、じゅるるるるっるるるっ♥、じゅるるっ♥、じゅぞぞぞっ♥」,「」,「啾啾♥、啾啾♥、啾啾啾啾啾啾啾啾♥、啾啾啾♥、啾啾啾啾♥」,「啾啾♥、啾啾♥、啾啾啾啾啾啾啾啾♥、啾啾啾♥、啾啾啾啾♥」,「じゅっぷっ♥、じゅっぷっ♥、じゅるるるるっるるるっ♥、じゅるるっ♥、じゅぞぞぞっ♥」,「啾噗噗♥，啾噗噗♥，啾嚕嚕嚕嚕嚕♥，啾嚕嚕♥，滋唆唆唆♥！」,「啾噗噗♥，啾噗噗♥，啾噜噜噜噜噜♥，啾噜噜♥，滋唆唆唆♥！」,"""Slurrp♥ Slurrp♥ Slurrrrrr♥ Slurrrp♥ Slurrrp♥""","「쥬풋♥, 쥬풋♥, 쥬르르르릇르르르릇♥, 쥬르르릇♥, 쥬조조좃♥」"
,,,,,,,,,,
Akiho.Fallen3-46,戦闘員,「おっ、お、出すぞっ、明穂ちゃん全部飲めっ！」,"「Oh, oh, I'm going to let it out, Akiho-chan, drink it all!」",「喔，喔，要射了，明穗全都喝下去！」,「喔，喔，要射了，明穗全都喝下去！」,「おっ、お、出すぞっ、明穂ちゃん全部飲めっ！」,「喔、喔，我要射了！明穗醬給我全部喝下去！」,「喔、喔，我要射了！明穗酱给我全部喝下去！」,"""Oh, oohhhh, I'm coming! Akiho, drink it all!""","「오옷, 오, 싼다!, 아키호쨩 전부 마셔!」"
,,,,,,,,,,
Akiho.Fallen3-47,戦闘員,「ちっ、じゃあ俺は顔にかけてやる！」,"「'Tsk, then I'll just splash it in your face!」",「呸，那我就射在你臉上！」,「呸，那我就射在你脸上！」,「ちっ、じゃあ俺は顔にかけてやる！」,「嘖，那我射在臉上好了！」,「啧，那我射在脸上好了！」,"""Tch, then I'll spray it on her face!""","「칫, 그럼 난 얼굴에 뿌려주마!」"
,,,,,,,,,,
Akiho.Fallen3-48,明穂,「じゅるるっ♥、はへてっ♥、顔でも胸でも全部っ♥、皆さんのおチンポミルク私にくらさいっ♥♥」,"「I want your cock milk, please!」",「啾啾啾♥、哈耶♥、不管是臉還是胸部都給我滿滿的♥、大家的陽具牛奶都交給我吧♥♥」,「啾啾啾♥、哈耶♥、不管是脸还是胸部都给我满满的♥、大家的阳具牛奶都交给我吧♥♥」,「じゅるるっ♥、はへてっ♥、顔でも胸でも全部っ♥、皆さんのおチンポミルク私にくらさいっ♥♥」,「啾嚕嚕♥，好興奮♥，不管是臉上還是胸部上，把你們所有的陰莖奶都給我吧♥♥！」,「啾噜噜♥，好兴奋♥，不管是脸上还是胸部上，把你们所有的阴茎奶都给我吧♥♥！」,"""Slurrr♥ Yesh♥ On my face, my chest, everywhere♥ Please give me all of everyone's cock milk♥♥""","「쥬르르릇♥, 하헤텟♥, 얼굴이든 가슴이든 전부♥, 여러분의 자지 밀크 저에게 주세요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-49,3－6,どぶっ、どびゅるるるるうっっ！,"Dobut, doobut, doobut, doobut, doobut, doobut!",「咚咚、咻咻咻咻咻！」,「咚咚、咻咻咻咻咻！」,どぶっ、どびゅるるるるうっっ！,咚噗！多嗶嚕嚕嚕嚕嗚！,咚噗！多哔噜噜噜噜呜！,Splurt! Spluuuuurt!!,"돕, 도뷰르르르르웃!"
,,,,,,,,,,
Akiho.Fallen3-50,,何人もの戦闘員たちから同時に明穂は全身に大量の白濁液を掛けられると同時に明穂も乳首から母乳を噴き出した,"At the same time, Akiho's mother's milk spurted out from her nipples.",眾多戰鬥員同時將大量白濁液潑灑在明穗全身，同時，明穗的乳頭也噴出母乳。,众多战斗员同时将大量白浊液泼洒在明穗全身，同时，明穗的乳头也喷出母乳。,何人もの戦闘員たちから同時に明穂は全身に大量の白濁液を掛けられると同時に明穂も乳首から母乳を噴き出した,明穗被好幾名戰鬥員同時射出的大量白濁液噴滿全身，同時她的乳頭也噴出了母乳。,明穗被好几名战斗员同时射出的大量白浊液喷满全身，同时她的乳头也喷出了母乳。,Multiple soldiers covered Akiho's entire body with massive amounts of white fluid in unison while she squirted breast milk from her nipples.,여러 명의 전투원들로부터 동시에 아키호는 온몸에 대량의 백탁액을 뒤집어쓰는 동시에 아키호도 유두에서 모유를 뿜어냈다
,,,,,,,,,,
Akiho.Fallen3-51,明穂,「ごぶぶっ♥、ひぁっ♥♥、ちゅぶううううっ♥♥、ん゛んっ♥、ずるるッ♥♥、じゅるっ♥♥♥」,「」,「咚咚♥、啊♥♥、啾啾啾啾♥♥、嗯♥、滑滑♥♥、啾啾♥♥♥」,「咚咚♥、啊♥♥、啾啾啾啾♥♥、嗯♥、滑滑♥♥、啾啾♥♥♥」,「ごぶぶっ♥、ひぁっ♥♥、ちゅぶううううっ♥♥、ん゛んっ♥、ずるるッ♥♥、じゅるっ♥♥♥」,「咕噗噗♥，哈呀♥♥，啾噗嗚嗚嗚嗚♥♥，嗯嗯！♥，滋嚕嚕♥，啾嚕♥♥♥！」,「咕噗噗♥，哈呀♥♥，啾噗呜呜呜呜♥♥，嗯嗯！♥，滋噜噜♥，啾噜♥♥♥！」,"""Gubbb♥ Hyaa♥♥ Glubbbbb♥♥ Ngh♥ Slurrr♥♥ Slurp♥♥♥""","「곱붑♥, 히얏♥♥, 츄부우우우웃♥♥, 으음옷 ♥, 즈르릇♥♥, 쥬릇♥♥♥」"
,,,,,,,,,,
Akiho.Fallen3-52,戦闘員,「ははっ、なんだよまだミルク出るじゃねえか」,"「Haha, what the hell, I'm still getting milk!」",「哈哈，怎麼了，還在流奶呢。」,「哈哈，怎么了，还在流奶呢。」,「ははっ、なんだよまだミルク出るじゃねえか」,「哈哈哈，怎麼了，不是還有奶水嗎？」,「哈哈哈，怎么了，不是还有奶水吗？」,"""What do you know? She's still producing milk!""","「하하, 뭐야 아직 밀크 나오잖아」"
,,,,,,,,,,
Akiho.Fallen3-53,,「ごきゅっ♥、ごきゅっっ♥、ごきゅっ♥♥……ぷはぁっ♥♥ごめんなさいっ、射精に釣られてでちゃいましたっ♥」,"「I'm sorry, I was caught in the ejaculation.」",「咕咕♥、咕咕咕♥、咕咕♥♥……噗哈啊♥♥對不起，被射精誘惑弄壞了♥」,「咕咕♥、咕咕咕♥、咕咕♥♥……噗哈啊♥♥对不起，被射精诱惑弄坏了♥」,「ごきゅっ♥、ごきゅっっ♥、ごきゅっ♥♥……ぷはぁっ♥♥ごめんなさいっ、射精に釣られてでちゃいましたっ♥」,「咕嚕♥，咕嚕♥，咕嚕♥♥...噗哈♥♥！對不起！被射精引誘出來了！♥」,「咕噜♥，咕噜♥，咕噜♥♥...噗哈♥♥！对不起！被射精引诱出来了！♥」,"""Gulp♥ Gulp♥ Gulp♥♥...Puhaaa♥♥ Sorry! Your ejaculation made me squirt out milk too♥""","「고큣♥, 고큣♥♥, 고큣♥♥……푸핫♥♥ 미안해요, 사정에 낚여서 나와버렸어요♥」"
,,,,,,,,,,
Akiho.Fallen3-54,戦闘員,「ふう～出た出た。明穂ちゃんいい飲みっぷりだったな！」,"「I'm so glad I did it. Akio, you drank a lot!」",「呼～出來了出來了。明穗，你喝得真不錯啊！」,「呼～出来了出来了。明穗，你喝得真不错啊！」,「ふう～出た出た。明穂ちゃんいい飲みっぷりだったな！」,「呼～射出來了射出來了。明穗醬喝得真好！」,「呼～射出来了射出来了。明穗酱喝得真好！」,"""Phew... That was quite a load. Akiho really drank it all up nicely!""",「후우~ 쌌다 쌌어. 아키호쨩 좋은 마시기 실력이었어!」
,3－7,,,,,,,,,
Akiho.Fallen3-55,明穂,「けぷっ♥♥、戦闘員の皆さんの大量ザーメンごちそうさまでしたぁ♥♥」,"「Kepu ♥♥♥, thank you for the large amount of cum you combatants have served us!」",「咯噗♥♥、戰鬥員的各位，大量精液真是美味呢♥♥」,「咯噗♥♥、战斗员的各位，大量精液真是美味呢♥♥」,「けぷっ♥♥、戦闘員の皆さんの大量ザーメンごちそうさまでしたぁ♥♥」,「嗝♥♥，感謝各位戰鬥員大量的精液大餐♥♥！」,「嗝♥♥，感谢各位战斗员大量的精液大餐♥♥！」,"""Burp♥♥ Thank you for the plentiful jizz feast♥♥""","「케풋♥♥, 전투원 여러분의 대량 정액 잘 먹었습니다아♥♥」"
,,,,,,,,,,
Akiho.Fallen3-56,戦闘員,「ふう。まったくザーメンやれば勝手にミルクに変換してくれるんだから、まったく便利な生体ミルクサーバーだな」,「I'm a very convenient bio―milk server. It's a very convenient bio―milk server because it converts milk into bio―milk on its own if you cum.」,「呼。完全是方便的生物奶機，只要射精就會自動轉換成奶，真是太方便了」,「呼。完全是方便的生物奶机，只要射精就会自动转换成奶，真是太方便了」,「ふう。まったくザーメンやれば勝手にミルクに変換してくれるんだから、まったく便利な生体ミルクサーバーだな」,「呼。真是的，只要給她精液，她就能自動轉換成奶水，真是個方便的活體奶水供應器啊。」,「呼。真是的，只要给她精液，她就能自动转换成奶水，真是个方便的活体奶水供应器啊。」,"""Wow. She automatically converts our semen into milk, what a convenient biological milk server.""","「후우. 정말 정액 주면 멋대로 밀크로 변환해주니, 정말 편리한 생체 밀크 서버네」"
,,,,,,,,,,
Akiho.Fallen3-57,明穂,「……ふうっ♥、……皆さんのザーメン飲んだらまたおっぱい溜まってきちゃいましたぁ♥♥」,"「......Fuuu♥, ......I drank everyone's cum and my tits are piling up again ♥♥♥.」",「……呼♥、……喝了大家的精液，胸部又開始積滿了♥♥」,「……呼♥、……喝了大家的精液，胸部又开始积满了♥♥」,「……ふうっ♥、……皆さんのザーメン飲んだらまたおっぱい溜まってきちゃいましたぁ♥♥」,「……呼♥，……喝了你們的精液，胸部又開始脹奶了♥♥！」,「……呼♥，……喝了你们的精液，胸部又开始胀奶了♥♥！」,"""Phew...♥ My body is producing milk again after I drank your jizz♥""","「……후웃♥, ……여러분의 정액 마셨더니 또 가슴이 차올랐어요♥♥」"
,,,,,,,,,,
Akiho.Fallen3-58,明穂,「飼育員の皆さんっ♥、もう一回だけっ♥♥、明穂の乳首一回絞ってくださいっ♥」,"「Please, keepers, squeeze Akiho's nipples just one more time!」",「飼育員的各位♥，再來一次♥♥，請再擠一次明穗的乳頭♥」,「饲育员的各位♥，再来一次♥♥，请再挤一次明穗的乳头♥」,「飼育員の皆さんっ♥、もう一回だけっ♥♥、明穂の乳首一回絞ってくださいっ♥」,「飼養員們♥，再幫我擠一次吧♥♥！再擠一次明穗的乳頭吧♥！」,「饲养员们♥，再帮我挤一次吧♥♥！再挤一次明穗的乳头吧♥！」,"""Keeprs...♥ Just one more time, please. Just milk my nipples one more time♥""","「사육원 여러분♥, 한 번만 더♥♥, 아키호의 유두 한 번 짜주세요♥」"
,,,,,,,,,,
Akiho.Fallen3-59,戦闘員,「……まったく、しょうがねえなぁ。設備の手入れするのも俺達の仕事だからな、今度は全部出し切ってやるよ」,"「I'm going to go to ...... and take care of the equipment. It's our job to take care of the equipment, and this time we're going to get it all out.」",「……真是的，沒辦法呢。設備的維護也是我們的工作，這次我們會全部搞定的」,「……真是的，没办法呢。设备的维护也是我们的工作，这次我们会全部搞定的」,「……まったく、しょうがねえなぁ。設備の手入れするのも俺達の仕事だからな、今度は全部出し切ってやるよ」,「……真是的，拿妳沒辦法啊。維護設備也是我們的工作，這次就給妳全部擠光吧。」,「……真是的，拿妳没办法啊。维护设备也是我们的工作，这次就给妳全部挤光吧。」,"""...Ah, I guess it can't be helped! I mean, we do have to take care of our equipment, right? I'm not leaving a single drop behind this time!""","「……정말, 어쩔 수 없네. 설비 손질하는 것도 우리 일이니까, 이번엔 전부 짜내주지」"
,,,,,,,,,,
Akiho.Fallen3-60,明穂,「やったっ♥♥、ありがとうございますっ♥♥、ミルクサーバーとして沢山ミルク出しますっ♥！」,「I'll be your milk server and serve you lots of milk!」,「太好了♥♥，非常感謝♥♥，身為奶機，會盡情提供大量奶液♥！」,「太好了♥♥，非常感谢♥♥，身为奶机，会尽情提供大量奶液♥！」,「やったっ♥♥、ありがとうございますっ♥♥、ミルクサーバーとして沢山ミルク出しますっ♥！」,「太棒了♥♥，謝謝你們♥♥，作為奶水供應器，我會擠出更多奶水的！♥」,「太棒了♥♥，谢谢你们♥♥，作为奶水供应器，我会挤出更多奶水的！♥」,"""Woohoo!♥ Thank you♥♥ I'm a really useful milk server♥""","「해냈다♥♥, 감사합니다♥♥, 밀크 서버로서 잔뜩 밀크 낼게요♥!」"
,,,,,,,,,,
Akiho.Fallen3-61,,―――その日明穂はその後何回も戦闘員たちに乳首を絞られ、財団の生体ミルクサーバーとして数十リットルもの母乳を出すのであった,―――Akiho was nippled by the combatants many times after that day and produced dozens of liters of breast milk as a biological milk server for the foundation!,那一天，明穗被戰鬥員們擠了很多次乳頭，作為財團的生物奶機，她產出了數十公升的母乳。,那一天，明穗被战斗员们挤了很多次乳头，作为财团的生物奶机，她产出了数十公升的母乳。,―――その日明穂はその後何回も戦闘員たちに乳首を絞られ、財団の生体ミルクサーバーとして数十リットルもの母乳を出すのであった,——那一天，明穗之後又被戰鬥員們擠了好幾次乳頭，作為財團的活體奶水供應器，產出了數十公升的母乳。,——那一天，明穗之后又被战斗员们挤了好几次乳头，作为财团的活体奶水供应器，产出了数十公升的母乳。,"On that day, the soldiers milked Akiho several times more, and she produced several dozen liters of milk as the Foundation's biological milk server.","―――그날 아키호는 그 후 몇 번이나 전투원들에게 유두를 짜이며, 재단의 생체 밀크 서버로서 수십 리터의 모유를 냈다"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Akiho Debauchery Scene1,注釈,淫乱化シーン,淫乱化シーン,淫乱化シーン,淫乱化シーン,淫乱化シーン,淫乱化シーン,淫乱化シーン,,음란화 이벤트
,,,,,,,,,,
Akiho.Debauchery1-1,高層ビル(夜),明穂が敗北してからしばらくした夜、明穂はとあるビルに連れ出されていた,"A night some time after Akiho's defeat, she was taken out to a building",明穗敗北後的某個晚上，被帶到某棟大樓。,明穗败北后的某个晚上，被带到某栋大楼。,明穂が敗北してからしばらくした夜、明穂はとあるビルに連れ出されていた,明穗戰敗後過了不久的一個夜晚，她被帶到了一棟大樓裡。,明穗战败后过了不久的一个夜晚，她被带到了一栋大楼里。,"Long after Akiho was defeated, she was taken to a building one night.","아키호가 패배한 후 얼마 지나지 않은 밤, 아키호는 어느 빌딩으로 끌려가 있었다"
