Key,Comment,Japanese,Japanese_Steam,Traditional Chinese_Steam,English,Traditional Chinese,Simplified Chinese,English_Steam,Korean_Steam,Simplified Chinese_Steam
Daiya.Debauchery1-68,,ぬりっ♥ぬりゅっ♥ぬりゅっ♥！,ぬりっ♥ぬりゅっ♥ぬりゅっ♥！,嚕♥ 嚕♥ 嚕♥！,,塗抹♥ 擦拭♥ 擦拭♥！,,Rub♥ slide♥ slide♥!,누릇♥ 누릇♥ 누릇♥!,噜♥ 噜♥ 噜♥！
,,,,,,,,,,
Daiya.Debauchery1-69,那由多,「ああんっ♥ご主人様の厚い胸板っ♥♥、ごつごつしてかっこいいですうっ♥」,「ああんっ♥ご主人様の厚い胸板っ♥♥、ごつごつしてかっこいいですうっ♥」,「啊嗯♥主人的厚實胸膛♥♥，線條分明好帥氣喔♥」,,「啊啊♥主人的厚實胸膛♥♥，凹凸有致好帥氣呀♥」,,"Aahn♥ Master's thick chest♥♥, so rugged and cool♥","「아앙♥ 주인님의 두꺼운 가슴판♥♥, 울퉁불퉁해서 멋있어요♥」",「啊嗯♥主人的厚实胸膛♥♥、线条分明好帅气喔♥」
,,,,,,,,,,
Daiya.Debauchery1-70,,「あんっ♥、メスブタ1号もっ♥、早くおちんちん欲しくなってきましたっ…♥」,「あんっ♥、メスブタ1号もっ♥、早くおちんちん欲しくなってきましたっ…♥」,「啊嗯♥，母豬1號也♥，開始想要雞巴了…♥」,,「啊♥，母豬1號也♥，開始渴望快點拿到雞雞了呢…♥」,,"Ahn♥, pig 1 too♥ is starting to want cock soon...♥","「아앙♥, 암퇘지 1호도♥, 빨리 자지 갖고 싶어졌어요…♥」",「啊嗯♥、母猪1号也♥、开始想要鸡巴了…♥」
,,,,,,,,,,
Daiya.Debauchery1-71,,「ほらメスブタ2号ちゃん♥、私が待っているんですから早く交代してくださいっ…♥！」,「ほらメスブタ2号ちゃん♥、私が待っているんですから早く交代してくださいっ…♥！」,「喂母豬2號♥，我還在等著呢，快點跟我交換…♥！」,,「快點啦，母豬2號小姐♥，我在等著呢，快換班吧…♥！」,,"Come on, pig 2♥, I'm waiting so please hurry up and switch...♥!","「자 암퇘지 2호쨩♥, 제가 기다리고 있으니 빨리 교대해주세요…♥!」",「喂母猪2号♥、我还在等着呢，快点跟我交换…♥！」
,,,,,,,,,,
Daiya.Debauchery1-72,ダイヤ,「ブヒッ♥、ほ゛おっ♥、お゛おっ♥！ま、まってっ♥、せめてご主人様を射精させてからっ♥！」,「ブヒッ♥、ほ゛おっ♥、お゛おっ♥！ま、まってっ♥、せめてご主人様を射精させてからっ♥！」,「噗嘻♥、吼喔♥、喔喔♥！等、等等♥，至少讓我先讓主人射精♥！」,,「噗♥，喔♥，喔♥！等、等一下♥，至少讓主人射精完再說♥！」,,"Oink♥, hooh♥, ohh♥! W-wait♥, at least let me make Master come first♥!","「부힛♥, 호옷 오옷♥, 오옷 오옷♥! 자, 잠깐♥, 적어도 주인님을 사정시킨 후에♥!」",「噗嘻♥、吼喔♥、喔喔♥！等、等等♥、至少让我先让主人射精♥！」
,,,,,,,,,,
Daiya.Debauchery1-73,那由多,「ふふっ♥、しょうがないですねっ♥、いいですよっ♥、しっかりおマンコでご奉仕してくださいっ♥」,「ふふっ♥、しょうがないですねっ♥、いいですよっ♥、しっかりおマンコでご奉仕してくださいっ♥」,「呵呵♥，真拿妳沒辦法呢♥。好吧♥，妳就用小穴好好地服侍吧♥」,,「呼呼♥，沒辦法呢♥，好的♥，好好用你的技巧來服侍吧♥」,,"Fufu♥, I suppose it can't be helped♥, alright♥, make sure to service him well with your pussy♥","「후훗♥, 어쩔 수 없군요♥, 좋아요♥, 제대로 보지로 봉사해주세요♥」",「呵呵♥、真拿你没办法呢♥、好吧♥、你就用小穴好好地服侍吧♥」
,,,,,,,,,,
Daiya.Debauchery1-74,ダイヤ,「ほ゛おっ♥、ブヒッ♥、はいっ♥、お゛っ♥！」,「ほ゛おっ♥、ブヒッ♥、はいっ♥、お゛っ♥！」,「吼喔♥、噗嘻♥、是♥、喔♥！」,,「喔♥，噗♥，好的♥，喔♥！」,,"Hooh♥, oink♥, yes♥, oh♥!","「호옷 오옷♥, 부힛♥, 네엣♥, 오옷 옷♥!」",「吼喔♥、噗嘻♥、是♥、喔♥！」
,,,,,,,,,,
Daiya.Debauchery1-75,,ぱちゅん！ぱちゅん！ズルルッ♥！！！,ぱちゅん！ぱちゅん！ズルルッ♥！！！,啪啾！啪啾！嘶嚕嚕♥！！！,,啪啾！啪啾！滋滋♥！！！,,Slap! Slap! Squelch♥!!!,파츗! 파츗! 즈르릇♥!!!,啪啾！啪啾！嘶噜噜♥！！！
,,,,,,,,,,
Daiya.Debauchery1-76,,「ブヒッ♥、ブヒッ♥、お゛おおっ♥！」,「ブヒッ♥、ブヒッ♥、お゛おおっ♥！」,「噗嘻♥、噗嘻♥、喔喔喔♥！」,,「噗♥，噗♥，喔喔♥！」,,"Oink♥, oink♥, ohhh♥!","「부힛♥, 부힛♥, 오옷 오오옷♥!」",「噗嘻♥、噗嘻♥、喔喔喔♥！」
,,,,,,,,,,
Daiya.Debauchery1-77,那由多,「ほらメスブタ2号ちゃん、頑張れ頑張れ♥もっとおチンポごしごししましょう♥」,「ほらメスブタ2号ちゃん、頑張れ頑張れ♥もっとおチンポごしごししましょう♥」,「喂母豬2號，加油加油♥再多摩擦一下雞巴♥」,,「來吧，母豬2號，加油加油♥ 讓陽具更加努力地揉揉吧♥」,,"Come on, pig #2, you can do it♥ Let's rub that cock more♥","「자 암퇘지 2호쨩, 힘내라 힘내♥ 더 자지 문질러줍시다♥」",「喂母猪2号，加油加油♥再多摩擦一下鸡巴♥」
,,,,,,,,,,
Daiya.Debauchery1-78,ダイヤ,「お゛おっ♥！はひっ♥おちんぽ様っ♥」,「お゛おっ♥！はひっ♥おちんぽ様っ♥」,「喔喔♥！是♥雞巴大人♥」,,「喔喔♥！哈哈♥陽具大人♥」,,Ohh♥! Hahi♥ cock♥,「오옷 오옷♥! 하힛♥ 자지님♥」,「喔喔♥！是♥鸡巴大人♥」
,,,,,,,,,,
Daiya.Debauchery1-79,,「お゛おっ♥！？おっ、ご主人様っ♥、ちょっと我慢汁出てますうっ♥！？」,「お゛おっ♥！？おっ、ご主人様っ♥、ちょっと我慢汁出てますうっ♥！？」,「喔喔♥！？喔、主人♥，您流出了一點忍耐的汁液♥！？」,,「喔喔♥！？喔，主人大人♥，稍微流出了點我慢汁呢♥！？」,,"Ohh♥!? Oh, Master♥, you're leaking a bit♥!?","「오옷 오옷♥!? 옷, 주인님♥, 조금 쿠퍼액 나오고 있어요♥!?」",「喔喔♥！？喔、主人♥、您流出了一点忍耐的汁液♥！？」
,,,,,,,,,,
Daiya.Debauchery1-80,那由多,「偉いですよっ♥♥さあ、最後まで頑張ってご奉仕しましょうっ♥♥」,「偉いですよっ♥♥さあ、最後まで頑張ってご奉仕しましょうっ♥♥」,「很棒喔♥♥來吧，努力服侍到最後吧♥♥」,,「偉大呢♥♥來吧，一直努力地服務到最後呢♥♥」,,"Good job♥♥ Now, let's work hard and service him to the end♥♥","「장해요♥♥ 자, 끝까지 힘내서 봉사합시다♥♥」",「很棒喔♥♥来吧，努力服侍到最后吧♥♥」
,,,,,,,,,,
Daiya.Debauchery1-81,ダイヤ,「お゛おっ♥！ほ゛おっ♥、ほ゛おっ♥！」,「お゛おっ♥！ほ゛おっ♥、ほ゛おっ♥！」,「喔喔♥！吼喔♥、吼喔♥！」,,「喔喔♥！噗喔♥、噗喔♥！」,,"Ohh♥! Hooh♥, hooh♥!","「오옷 오옷♥! 호옷 오옷♥, 호옷 오옷♥!」",「喔喔♥！吼喔♥、吼喔♥！」
,,,,,,,,,,
Daiya.Debauchery1-82,,ズボッ！ズボッ！ズボッ！,ズボッ！ズボッ！ズボッ！,噗滋！噗滋！噗滋！,,啪嗒！啪嗒！啪嗒！,,Thrust! Thrust! Thrust!,즈봇! 즈봇! 즈봇!,噗滋！噗滋！噗滋！
,,,,,,,,,,
Daiya.Debauchery1-83,ダイヤ,「ブヒッ♥、私はメスブタの雑魚ですがぁっ♥♥ご主人様にはっ♥、全ての力を使ってご奉仕しますうっ♥！！」,「ブヒッ♥、私はメスブタの雑魚ですがぁっ♥♥ご主人様にはっ♥、全ての力を使ってご奉仕しますうっ♥！！」,「噗嘻♥，我雖然是母豬雜魚♥♥但是為了主人♥，我會用盡全力服侍您的♥！！」,,「哼♥，雖然我是雌豬的小魚兒♥♥但是為了主人大人♥，我將竭盡全力來服侍您呢♥！！」,,"Oink♥, I'm just a weak pig♥♥ but for Master♥ I'll use all my strength to service you♥!!","「부힛♥, 저는 암퇘지 허접이지만아앗♥♥ 주인님께는♥, 모든 힘을 사용해서 봉사하겠습니다앗♥!!」",「噗嘻♥、我虽然是母猪杂鱼♥♥但是为了主人♥、我会用尽全力服侍您的♥！！」
,,,,,,,,,,
Daiya.Debauchery1-84,,「お゛おおっ♥！お゛おっ♥！お゛っ♥！」,「お゛おおっ♥！お゛おっ♥！お゛っ♥！」,「喔喔喔♥！喔喔♥！喔♥！」,,「喔喔喔♥！喔喔♥！喔♥！」,,Ohhh♥! Ohh♥! Oh♥!,「오옷 오오옷♥! 오옷 오옷♥! 오옷 옷♥!」,「喔喔喔♥！喔喔♥！喔♥！」
,,,,,,,,,,
Daiya.Debauchery1-85,,ドクンッ！！,ドクンッ！！,噗通！！,,砰嗵！！,,Throb!!,도쿤!!,噗通！！
,,,,,,,,,,
Daiya.Debauchery1-86,ダイヤ,「お゛っ♥！今っ♥ちょっと出ましたッ♥ご主人様のおっ♥♥精液」,「お゛っ♥！今っ♥ちょっと出ましたッ♥ご主人様のおっ♥♥精液」,「喔♥！剛才♥好像射出來一點♥主人的♥♥精液」,,「喔♥！現在♥有點出來了喔♥主人大人的♥♥精液」,,Oh♥! Just now♥ a bit came out♥ Master's♥♥ semen,「오옷 옷♥! 지금♥ 조금 나왔어요♥ 주인님의 옷♥♥ 정액」,「喔♥！刚才♥好像射出来一点♥主人的♥♥精液」
,,,,,,,,,,
Daiya.Debauchery1-87,,「出してくらさいっ♥♥ご主人様の精液ッ♥ぶひいぃっ♥！」,「出してくらさいっ♥♥ご主人様の精液ッ♥ぶひいぃっ♥！」,「請射出來吧♥♥主人的精液♥噗嘻♥！」,,「請射出來吧♥♥主人大人的精液♥哼♥！」,,Please come♥♥ Master's semen♥ oinkkkk♥!,「싸주세요♥♥ 주인님의 정액♥ 부히이잇♥!」,「请射出来吧♥♥主人的精液♥噗嘻♥！」
,,,,,,,,,,
Daiya.Debauchery1-88,Daiya&Nayuta 1-8,ドクドクドクッ！ビュルルルッルルルルルッ！！！,ドクドクドクッ！ビュルルルッルルルルルッ！！！,噗通噗通噗通！咻嚕嚕嚕嚕嚕嚕嚕嚕！！！,,滴答滴答滴答嗚嗚嗚嗚嗚嗚！！,,"Throb, throb, throb! Spuuuurt!!!",도크도크도크! 뷰르르르릇르르르르릇!!!,噗通噗通噗通！咻噜噜噜噜噜噜噜噜！！！
,,,,,,,,,,
Daiya.Debauchery1-89,ダイヤ,「ほ゛おっ♥、お゛おおっ～～～！♥♥！」,「ほ゛おっ♥、お゛おおっ～～～！♥♥！」,「吼喔♥、喔喔喔～～～！♥♥！」,,「喔喔♥、喔喔喔～～～！♥♥！」,,"Hooh♥, ohhh~~~!♥♥!","「호옷 오옷♥, 오옷 오오옷~~~!♥♥!」",「吼喔♥、喔喔喔～～～！♥♥！」
,,,,,,,,,,
Daiya.Debauchery1-90,,「ぶひいぃっ～～っ♥♥精液っ♥、出てますっ♥♥！！」,「ぶひいぃっ～～っ♥♥精液っ♥、出てますっ♥♥！！」,「噗嘻～～♥精液♥、射出來了♥！！」,,「哼哼～～♥♥精液♥，正在流出喔♥♥！！」,,Oinkkk!♥♥ Semen♥ it's coming out♥♥!!,"「부히이잇~~읏♥♥ 정액♥, 나오고 있어요♥♥!!」",「噗嘻～～♥精液♥、射出来了♥！！」
,,,,,,,,,,
Daiya.Debauchery1-91,那由多,「アハハッ♥、メスブタ2号ちゃんの鍛えたお腹が風船みたいですよっ♥♥」,「アハハッ♥、メスブタ2号ちゃんの鍛えたお腹が風船みたいですよっ♥♥」,「啊哈哈♥，母豬2號鍛鍊過的肚子跟氣球一樣喔♥♥」,,「啊哈哈♥，第二隻母豬小姐鍛煉過的肚子像氣球一樣呢♥♥」,,"Ahaha♥, pig 2's trained belly looks like a balloon♥♥","「아하핫♥, 암퇘지 2호쨩의 단련된 배가 풍선 같아요♥♥」",「啊哈哈♥、母猪2号锻炼过的肚子跟气球一样喔♥♥」
,,,,,,,,,,
Daiya.Debauchery1-92,ダイヤ,「お゛おっ♥！お゛おっ♥！イグッ♥ぶひいぃっっ♥♥！！」,「お゛おっ♥！お゛おっ♥！イグッ♥ぶひいぃっっ♥♥！！」,「喔喔♥！喔喔♥！高潮了♥噗嘻♥♥！！」,,「喔喔♥！喔喔♥！來了♥哼哼♥！」,,Ohh♥! Ohh♥! Coming♥ oinkkk♥♥!!,「오옷 오옷♥! 오옷 오옷♥! 이크윽♥ 부히이잇♥♥!!」,「喔喔♥！喔喔♥！高潮了♥噗嘻♥♥！！」
,,,,,,,,,,
Daiya.Debauchery1-93,,ドバッ！！ビュルルルッルッ！,ドバッ！！ビュルルルッルッ！,啪噠！！咻嚕嚕嚕嚕！,,轟隆！！嗚嗚嗚嗚！,,Gush!! Spuuurt!,도밧!! 뷰르르르릇르릇!,啪哒！！咻噜噜噜噜！
,,,,,,,,,,
Daiya.Debauchery1-94,ダイヤ,「ほ゛おっ♥！？精液っ♥出過ぎっ♥！！」,「ほ゛おっ♥！？精液っ♥出過ぎっ♥！！」,「吼喔♥！？精液♥、射太多了♥！！」,,「喔喔♥！？精液♥流得太多了♥！！」,,Hooh♥!? So much semen♥ too much♥!!,「호옷 오옷♥!? 정액♥ 너무 많이 나와♥!!」,「吼喔♥！？精液♥、射太多了♥！！」
,,,,,,,,,,
Daiya.Debauchery1-95,,結合部から大量の精液が滝のように逆流する,結合部から大量の精液が滝のように逆流する,大量的精液從結合處如瀑布般逆流而出,,結合部從中大量的精液像瀑布般逆流而出,,A massive amount of semen came down like a waterfall from the point where they were joined.,결합부에서 대량의 정액이 폭포처럼 역류한다,大量的精液从结合处如瀑布般逆流而出
,,,,,,,,,,
Daiya.Debauchery1-96,那由多,「ああっ♥、そんなにたくさんっ……♥うらやましいですっ♥」,「ああっ♥、そんなにたくさんっ……♥うらやましいですっ♥」,「啊啊♥，這麼多……♥真羨慕♥」,,「啊啊♥，這麼多……♥真羨慕呢♥」,,"Aah♥, so much...♥ I'm jealous♥","「아앗♥, 그렇게 많이……♥ 부럽습니다♥」",「啊啊♥、这么多……♥真羡慕♥」
,,,,,,,,,,
Daiya.Debauchery1-97,ダイヤ,「お゛おっ♥！お゛っ～～～♥！」,「お゛おっ♥！お゛っ～～～♥！」,「喔喔♥！喔～～～♥！」,,「喔喔♥！喔喔～～～♥！」,,Ohh♥! Oh♥!,「오옷 오옷♥! 오옷 옷~~~♥!」,「喔喔♥！喔～～～♥！」
,,,,,,,,,,
Daiya.Debauchery1-98,,「イきましたっ♥！イクッ！♥、ごしゅじんさまあっ♥！」,「イきましたっ♥！イクッ！♥、ごしゅじんさまあっ♥！」,「高潮了♥！高潮了！♥、主人♥！」,,「射了♥！射出來了！♥，主人大人♥！」,,I came♥! Coming!♥ Masterrr♥!,"「가버렸어요♥! 가버렷!♥, 주인님앗♥!」",「高潮了♥！高潮了！♥、主人♥！」
,,,,,,,,,,
Daiya.Debauchery1-99,,「ほ゛おっ♥…！ぶひいぃっ！」,「ほ゛おっ♥…！ぶひいぃっ！」,「吼喔♥…！噗嘻！」,,「喔喔♥…！噗噗！」,,Hooh♥...! Oinkkk!,「호옷 오옷♥…! 부히이잇!」,「吼喔♥…！噗嘻！」
,,,,,,,,,,
Daiya.Debauchery1-100,那由多,「ふふっ♥、偉いですっ……♥ブヒッ♥、私もっ…がまんできないですっ♥」,「ふふっ♥、偉いですっ……♥ブヒッ♥、私もっ…がまんできないですっ♥」,「呵呵♥、很棒喔……♥噗嘻♥、我也…忍不住了♥」,,「呼呼♥，真厲害呢……♥噗噗♥，我也……忍不住了♥」,,"Fufu♥, good job...♥ Oink♥, I... can't hold back either♥","「후훗♥, 장해요……♥ 부힛♥, 저도… 참을 수 없어요♥」",「呵呵♥、很棒喔……♥噗嘻♥、我也…忍不住了♥」
